39.995805,116.326236,2008-11-12,02:30:03
39.995833,116.326268,2008-11-12,02:30:08
39.995981,116.32611,2008-11-12,02:30:13
39.995929,116.326169,2008-11-12,02:30:18
39.995883,116.326181,2008-11-12,02:30:23
39.995889,116.32619,2008-11-12,02:30:28
39.995829,116.326253,2008-11-12,02:30:33
39.995664,116.326427,2008-11-12,02:30:38
39.995701,116.32638,2008-11-12,02:30:43
39.995724,116.326339,2008-11-12,02:30:48
39.995684,116.326327,2008-11-12,02:30:53
39.995657,116.326336,2008-11-12,02:30:58
39.995646,116.326326,2008-11-12,02:31:03
39.995646,116.326326,2008-11-12,02:31:06
39.99564,116.326322,2008-11-12,02:31:08
39.995638,116.326336,2008-11-12,02:31:13
39.995622,116.326331,2008-11-12,02:31:18
39.995616,116.326319,2008-11-12,02:31:23
39.995622,116.326335,2008-11-12,02:31:28
39.995639,116.326359,2008-11-12,02:31:33
39.995554,116.326558,2008-11-12,02:31:38
39.995377,116.326569,2008-11-12,02:31:43
39.995405,116.326489,2008-11-12,02:31:48
39.995346,116.326567,2008-11-12,02:31:53
39.995231,116.326583,2008-11-12,02:31:58
39.99519,116.32654,2008-11-12,02:32:03
39.995147,116.326535,2008-11-12,02:32:08
39.99511,116.32652,2008-11-12,02:32:13
39.995109,116.326533,2008-11-12,02:32:18
39.9951,116.326537,2008-11-12,02:32:23
39.995115,116.326542,2008-11-12,02:32:28
39.995117,116.326542,2008-11-12,02:32:33
39.995118,116.326546,2008-11-12,02:32:38
39.995117,116.326545,2008-11-12,02:32:43
39.995111,116.32654,2008-11-12,02:32:48
39.995111,116.32654,2008-11-12,02:32:51
39.995115,116.326536,2008-11-12,02:32:53
39.995118,116.326549,2008-11-12,02:32:58
39.995116,116.326555,2008-11-12,02:33:03
39.995114,116.326555,2008-11-12,02:33:08
39.995112,116.326551,2008-11-12,02:33:13
39.995112,116.326546,2008-11-12,02:33:18
39.995112,116.326546,2008-11-12,02:33:21
39.99511,116.326548,2008-11-12,02:33:23
39.995118,116.326539,2008-11-12,02:33:28
39.995144,116.326516,2008-11-12,02:33:33
39.995181,116.326514,2008-11-12,02:33:38
39.995195,116.326519,2008-11-12,02:33:43
39.995195,116.326519,2008-11-12,02:33:46
39.9952,116.326523,2008-11-12,02:33:48
39.995232,116.326541,2008-11-12,02:33:53
39.995307,116.326501,2008-11-12,02:33:58
39.995388,116.326472,2008-11-12,02:34:03
39.995441,116.326448,2008-11-12,02:34:08
39.995486,116.326436,2008-11-12,02:34:13
39.995516,116.326428,2008-11-12,02:34:18
39.995548,116.32641,2008-11-12,02:34:23
39.995574,116.326465,2008-11-12,02:34:28
39.995622,116.32648,2008-11-12,02:34:33
39.995701,116.326448,2008-11-12,02:34:38
39.995794,116.326389,2008-11-12,02:34:43
39.99583,116.326403,2008-11-12,02:34:48
39.995884,116.326383,2008-11-12,02:34:53
39.995927,116.326356,2008-11-12,02:34:58
39.995982,116.326328,2008-11-12,02:35:03
39.99604,116.326283,2008-11-12,02:35:08
39.99612,116.326291,2008-11-12,02:35:13
39.996181,116.326309,2008-11-12,02:35:18
39.99627,116.32635,2008-11-12,02:35:23
39.996324,116.326383,2008-11-12,02:35:28
39.996395,116.32638,2008-11-12,02:35:33
39.996469,116.326366,2008-11-12,02:35:38
39.996543,116.32634,2008-11-12,02:35:43
39.996624,116.326341,2008-11-12,02:35:48
39.996671,116.326362,2008-11-12,02:35:53
39.996723,116.326405,2008-11-12,02:35:58
39.996817,116.326438,2008-11-12,02:36:03
39.996861,116.326425,2008-11-12,02:36:08
39.996918,116.32638,2008-11-12,02:36:13
39.996913,116.326357,2008-11-12,02:36:18
39.997025,116.32631,2008-11-12,02:36:23
39.997101,116.326308,2008-11-12,02:36:28
39.99715,116.326318,2008-11-12,02:36:33
39.997233,116.326342,2008-11-12,02:36:38
39.997369,116.326337,2008-11-12,02:36:43
39.99744,116.326348,2008-11-12,02:36:48
39.997456,116.326385,2008-11-12,02:36:53
39.997483,116.326359,2008-11-12,02:36:58
39.997547,116.326309,2008-11-12,02:37:03
39.997609,116.326283,2008-11-12,02:37:08
39.997637,116.32626,2008-11-12,02:37:13
39.997637,116.32626,2008-11-12,02:37:16
39.997633,116.326253,2008-11-12,02:37:18
39.99766,116.326279,2008-11-12,02:37:23
39.997789,116.326278,2008-11-12,02:37:28
39.997869,116.326269,2008-11-12,02:37:33
39.99791,116.326288,2008-11-12,02:37:38
39.997935,116.326322,2008-11-12,02:37:43
39.997945,116.32636,2008-11-12,02:37:48
39.997959,116.326351,2008-11-12,02:37:53
39.998033,116.326355,2008-11-12,02:37:58
39.998123,116.326346,2008-11-12,02:38:03
39.998252,116.326296,2008-11-12,02:38:08
39.998376,116.326234,2008-11-12,02:38:13
39.998448,116.326204,2008-11-12,02:38:18
39.998451,116.326244,2008-11-12,02:38:23
39.998573,116.326221,2008-11-12,02:38:28
39.998647,116.326253,2008-11-12,02:38:33
39.998719,116.326285,2008-11-12,02:38:38
39.998755,116.326277,2008-11-12,02:38:43
39.998817,116.326286,2008-11-12,02:38:48
39.998875,116.326298,2008-11-12,02:38:53
39.998983,116.326288,2008-11-12,02:38:58
39.999058,116.326275,2008-11-12,02:39:03
39.99914,116.326266,2008-11-12,02:39:08
39.999196,116.326228,2008-11-12,02:39:13
39.999216,116.326234,2008-11-12,02:39:18
39.999259,116.32625,2008-11-12,02:39:23
39.99933,116.32626,2008-11-12,02:39:28
39.999398,116.326274,2008-11-12,02:39:33
39.99948,116.32628,2008-11-12,02:39:38
39.999519,116.32625,2008-11-12,02:39:43
39.999544,116.326206,2008-11-12,02:39:48
39.999566,116.326165,2008-11-12,02:39:53
39.999559,116.326092,2008-11-12,02:39:58
39.999575,116.326028,2008-11-12,02:40:03
39.999594,116.325964,2008-11-12,02:40:08
39.999589,116.325867,2008-11-12,02:40:13
39.999604,116.325823,2008-11-12,02:40:18
39.999658,116.325743,2008-11-12,02:40:23
39.999665,116.325688,2008-11-12,02:40:28
39.999674,116.32568,2008-11-12,02:40:33
39.999703,116.325706,2008-11-12,02:40:38
39.999705,116.325755,2008-11-12,02:40:43
39.999678,116.325814,2008-11-12,02:40:48
39.999657,116.325784,2008-11-12,02:40:53
39.999657,116.325696,2008-11-12,02:40:58
39.99966,116.325622,2008-11-12,02:41:03
39.999689,116.325543,2008-11-12,02:41:08
39.999715,116.325479,2008-11-12,02:41:13
39.999744,116.325397,2008-11-12,02:41:18
39.999772,116.325303,2008-11-12,02:41:23
39.999784,116.325265,2008-11-12,02:41:28
39.999818,116.325232,2008-11-12,02:41:33
39.99983,116.325214,2008-11-12,02:41:38
39.999832,116.325183,2008-11-12,02:41:43
39.999635,116.325143,2008-11-12,02:41:53
39.99959,116.325067,2008-11-12,02:41:58
39.999684,116.324829,2008-11-12,02:42:03
39.999744,116.324731,2008-11-12,02:42:08
39.999832,116.324765,2008-11-12,02:42:13
