39.996948,116.325747,2008-11-03,23:21:53
39.996849,116.325763,2008-11-03,23:21:58
39.994409,116.326968,2008-11-03,23:22:03
39.995076,116.326629,2008-11-03,23:22:08
39.995193,116.326572,2008-11-03,23:22:13
39.995358,116.32648,2008-11-03,23:22:18
39.995464,116.326425,2008-11-03,23:22:23
39.995647,116.326402,2008-11-03,23:22:28
39.995868,116.326379,2008-11-03,23:22:33
39.996123,116.326359,2008-11-03,23:22:38
39.996377,116.32641,2008-11-03,23:22:43
39.996555,116.326393,2008-11-03,23:22:48
39.996692,116.326337,2008-11-03,23:22:53
39.996761,116.326232,2008-11-03,23:22:58
39.997003,116.326244,2008-11-03,23:23:03
39.997222,116.326237,2008-11-03,23:23:08
39.997479,116.326218,2008-11-03,23:23:13
39.997699,116.32626,2008-11-03,23:23:18
39.997912,116.326315,2008-11-03,23:23:23
39.998103,116.326331,2008-11-03,23:23:28
39.99831,116.326313,2008-11-03,23:23:33
39.998533,116.326294,2008-11-03,23:23:38
39.998733,116.326314,2008-11-03,23:23:43
39.998948,116.326337,2008-11-03,23:23:48
39.999166,116.326329,2008-11-03,23:23:53
39.999417,116.32633,2008-11-03,23:23:58
39.999521,116.326333,2008-11-03,23:24:03
39.999636,116.326287,2008-11-03,23:24:08
39.999646,116.326202,2008-11-03,23:24:13
39.999405,116.325983,2008-11-03,23:24:18
39.999516,116.325777,2008-11-03,23:24:23
39.999727,116.325661,2008-11-03,23:24:28
39.999869,116.325509,2008-11-03,23:24:33
39.99989,116.325225,2008-11-03,23:24:38
39.999872,116.324942,2008-11-03,23:24:43
39.999851,116.324633,2008-11-03,23:24:48
39.999861,116.324318,2008-11-03,23:24:53
39.999884,116.324037,2008-11-03,23:24:58
39.999883,116.323689,2008-11-03,23:25:03
39.999892,116.323383,2008-11-03,23:25:08
39.999887,116.323156,2008-11-03,23:25:13
39.999889,116.322976,2008-11-03,23:25:18
39.999824,116.322804,2008-11-03,23:25:23
39.999782,116.322658,2008-11-03,23:25:28
39.999762,116.322422,2008-11-03,23:25:33
39.99971,116.322091,2008-11-03,23:25:38
39.999747,116.321853,2008-11-03,23:25:43
39.999864,116.321787,2008-11-03,23:25:48
40.000031,116.321848,2008-11-03,23:25:53
40.000181,116.321859,2008-11-03,23:25:58
